Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
3214,4506773,228147.0,1901,1,100,93.3,7.4,0.0,,40.781248,-73.98181899999999,7.0,163.0,7.024382,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3228,3113787,257564.0,1975,1,100,48.7,4.9,0.3,27.11,40.782573,-73.978757,7.0,167.0,6.391247,3.2999027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3229,4950987,509111.0,1908,1,100,110.7,7.9,0.8,,40.783534,-73.98021899999999,7.0,167.0,7.5522375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3230,2945676,401972.0,1929,1,100,113.8,32.5,,76.23,40.775573,-73.987576,7.0,151.0,-inf,4.333755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3242,4409008,295205.0,2006,1,100,169.1,10.5,1.4,,40.77293,-73.989501,7.0,151.0,7.348652,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3247,4945654,547520.0,1962,1,100,67.6,5.8,0.0,,40.777093,-73.986467,7.0,155.0,4.0569887,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3249,4945656,642394.0,1960,1,100,77.3,4.2,0.2,,40.778573,-73.986377,7.0,155.0,6.365611,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3291,4952034,245676.0,1926,1,100,65.7,5.6,0.0,26.7,40.783101,-73.970946,7.0,169.0,6.786604,3.2846637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3318,4956852,608532.0,1930,1,100,72.7,4.6,0.6,,40.788063,-73.967315,7.0,177.0,7.50791,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3322,2665352,244841.0,1970,1,100,15.5,4.4,0.0,,40.790498,-73.967928,7.0,177.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3339,2740647,56156.0,1992,1,100,76.6,8.1,0.5,27.24,40.791213,-73.965024,7.0,181.0,4.91339,3.3046865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3344,2817492,76193.0,1926,1,100,71.1,4.2,0.6,41.17,40.782532,-73.97684,7.0,165.0,5.51986,3.7177098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3351,5050283,70786.0,1900,1,100,68.4,5.7,0.0,,40.782734999999995,-73.975254,7.0,165.0,5.4236274,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3354,2638321,67231.0,1905,1,100,74.4,,,74.01,40.783904,-73.97604799999999,7.0,165.0,5.8921967,4.3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3357,2669246,96730.0,1922,1,100,24.8,1.1,,1.65,40.785501000000004,-73.976597,7.0,169.0,4.985659,0.5007753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3368,4389681,76302.0,1916,1,100,79.8,3.9,0.0,,40.787279999999996,-73.974075,7.0,169.0,5.7452445,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3369,2732745,100042.0,1923,1,100,66.0,4.1,0.6,27.68,40.787365,-73.974278,7.0,169.0,5.6171346,3.3207102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3372,4847250,74215.0,1998,1,100,87.7,8.5,0.6,25.42,40.78731,-73.974144,7.0,169.0,5.4200926,3.2355363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3380,3539482,72000.0,1914,1,100,51.0,2.9,0.4,,40.7879,-73.973454,7.0,173.0,5.3626995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3382,2716908,288418.0,1975,1,100,83.7,5.9,0.0,,40.788614,-73.974324,7.0,173.0,3.8416004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3387,2660111,175436.0,1986,1,100,89.1,10.8,0.0,51.07,40.788569,-73.97066600000001,7.0,173.0,6.4295583,3.9331973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3408,2715781,61800.0,2001,1,100,77.0,3.7,0.0,9.79,40.792869,-73.969667,7.0,181.0,5.690697,2.2813613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3412,2634014,306605.0,1971,1,100,116.6,6.4,0.0,,40.792952,-73.969819,7.0,181.0,7.2474365,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3416,2721697,288631.0,1985,1,100,77.4,6.3,0.6,33.39,40.785296,-73.980457,7.0,167.0,6.760183,3.5082564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3417,4946278,166952.0,1987,1,100,80.8,11.0,0.5,46.68,40.784879,-73.97919300000001,7.0,167.0,5.807542,3.8433158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3426,2656198,165452.0,1924,1,100,80.7,6.2,,58.34,40.786144,-73.978254,7.0,171.0,6.599326,4.066288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3431,3512676,82916.0,1927,1,100,81.6,5.3,0.6,41.82,40.786048,-73.97715600000001,7.0,171.0,5.6923842,3.7333746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3439,2664713,150806.0,1932,1,100,61.6,6.2,0.4,38.52,40.787261,-73.978066,7.0,171.0,5.8117394,3.6511776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3445,2659890,352821.0,1931,1,100,59.2,3.6,0.5,37.57,40.787409000000004,-73.975227,7.0,171.0,6.8057227,3.626206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3449,4952160,478400.0,1987,1,100,68.2,7.5,0.0,36.18,40.788717999999996,-73.976166,7.0,175.0,7.3505163,3.5885065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3452,3326740,60500.0,1900,1,100,108.8,6.0,0.1,39.94,40.789059,-73.97588,7.0,175.0,5.943324,3.6873784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3453,2817498,268989.0,1984,1,100,82.4,8.5,0.2,34.95,40.78905,-73.975862,7.0,175.0,6.8571987,3.5539186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3455,4399179,63506.0,1910,1,100,142.3,14.3,1.0,89.78,40.789662,-73.97568100000001,7.0,175.0,5.568726,4.497362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3456,4407837,55217.0,1928,1,100,68.6,3.4,,20.02,40.790332,-73.976786,7.0,175.0,5.5004416,2.9967318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3460,2665923,133284.0,1963,1,100,93.9,7.2,,70.41,40.789849,-73.97419000000001,7.0,175.0,6.297293,4.2543354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3464,3111521,180864.0,1914,1,100,63.4,5.5,,47.17,40.789248,-73.97465600000001,7.0,175.0,6.359574,3.853758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3466,2704817,313563.0,1915,1,100,71.8,5.4,,31.71,40.790302000000004,-73.974941,7.0,175.0,7.027226,3.4566321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3468,2734460,161422.0,1925,1,100,93.0,7.5,0.7,45.81,40.790153000000004,-73.973226,7.0,175.0,6.352629,3.8245025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3471,4952310,192324.0,1985,1,100,89.3,7.2,0.1,38.34,40.791067,-73.975128,7.0,175.0,6.7094264,3.6464937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3473,2664019,214011.0,1923,1,100,53.4,7.1,0.3,194.62,40.791174,-73.97430899999999,7.0,179.0,5.742041,5.271049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3480,2961408,132975.0,1959,1,100,84.7,4.4,0.1,,40.79228,-73.973524,7.0,179.0,6.6480775,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3486,2656150,123497.0,1916,1,100,75.4,5.7,,46.93,40.792475,-73.972622,7.0,179.0,6.2526746,3.8486571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3496,4405659,172997.0,1986,1,100,96.5,9.8,0.7,,40.79363,-73.971429,7.0,183.0,6.3438807,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3520,2533064,192701.0,2010,1,100,71.8,12.4,0.3,22.26,40.788664000000004,-73.978029,7.0,171.0,5.8117394,3.1027913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3523,3182413,180405.0,1926,1,100,148.0,13.3,1.1,81.21,40.789589,-73.979506,7.0,175.0,6.831306,4.3970385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
3536,2669061,209113.0,1927,1,100,67.7,4.4,0.6,30.79,40.790566,-73.977118,7.0,175.0,6.365439,3.42719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3584,4942130,59841.0,1922,1,85,63.7,9.8,0.0,10.78,40.756087,-73.981072,5.0,96.0,4.972587,2.3776925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3594,2660363,75008.0,1929,1,100,49.9,10.5,0.2,,40.756434999999996,-73.979967,5.0,96.0,4.021774,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3604,2667432,76380.0,1963,1,100,78.4,16.6,0.2,,40.757396,-73.980292,5.0,96.0,4.4693503,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12193,5237199,65500.0,1954,1,100,103.8,0.1,1.2,3.05,,,,,5.8863816,1.1151416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3615,4043197,105262.0,1926,1,95,130.5,19.0,0.2,32.86,40.758239,-73.980396,5.0,96.0,6.2132072,3.4922562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3618,2522063,1898155.0,1939,1,100,86.2,25.1,0.0,,40.758977,-73.981089,5.0,96.0,1.4109869,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3623,2364102,2734038.0,1939,1,100,66.5,7.9,,19.33,40.75999,-73.980349,5.0,104.0,-inf,2.9616582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3644,5989609,112000.0,1962,1,85,53.6,9.5,0.2,,40.762421,-73.97668399999999,5.0,104.0,4.882802,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3655,2718521,110280.0,2009,1,100,73.8,12.6,,,40.762813,-73.975673,5.0,11201.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3665,4626452,60500.0,1974,1,0,9.0,2.6,,14.12,40.764427000000005,-73.975348,5.0,11201.0,-inf,2.6475923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3670,2960308,59701.0,1926,1,100,82.6,4.4,0.8,22.84,40.764246,-73.97485999999999,5.0,11201.0,5.365976,3.1285133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3687,4409966,83267.0,1926,1,100,118.1,18.8,,,40.752563,-73.980791,5.0,82.0,-inf,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12224,3980497,139837.0,1937,1,100,88.8,7.9,0.7,,,,,,6.235782,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3708,2784253,162330.0,1914,1,100,176.1,22.4,1.1,,40.754036,-73.977214,5.0,94.0,6.6166005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3729,3538289,117629.0,1928,1,100,61.9,14.8,0.1,,40.756859999999996,-73.977126,5.0,94.0,4.0976725,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3766,4845184,115330.0,1926,1,55,44.3,13.0,,21.68,40.760821,-73.975522,5.0,102.0,-inf,3.0763903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3777,2702009,149493.0,2003,1,100,144.2,23.3,0.7,,40.760690999999994,-73.97261999999999,5.0,102.0,5.912151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3783,2680300,57312.0,1955,1,100,103.6,22.5,0.1,,40.761358,-73.972262,5.0,102.0,3.5263605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3829,2653135,131175.0,1924,1,100,131.1,,,,40.753783,-73.973713,6.0,92.0,6.886736,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3847,3570265,66705.0,1925,1,60,120.0,9.8,0.1,,40.757271,-73.973903,5.0,100.0,4.0091496,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
3868,1974028,1526121.0,1961,1,90,85.8,18.1,,20.02,40.759541,-73.972245,5.0,100.0,,2.9967318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3876,4952346,154226.0,1951,1,100,111.3,7.5,0.1,,40.759151,-73.97086999999999,5.0,100.0,6.7175627,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3883,2691586,170944.0,1956,1,100,96.7,8.2,0.0,,40.75996,-73.969823,6.0,100.0,6.675571,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3887,2817489,107485.0,1940,1,100,44.5,2.9,0.0,27.47,40.760141,-73.96934300000001,6.0,11203.0,5.696422,3.3130944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3898,2652616,173168.0,1960,1,100,30.4,,,,40.760692999999996,-73.968552,6.0,11203.0,2.7013612,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3900,2386585,122801.0,1908,1,100,66.1,4.4,0.0,,40.762131,-73.97036,5.0,11203.0,0.9932518,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3912,2746628,1013617.0,1962,1,95,100.3,15.5,0.0,27.17,40.74991,-73.975061,6.0,88.0,4.889597,3.3021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3921,3120723,426001.0,1913,1,0,4.8,,,,40.751197,-73.97336,6.0,88.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3928,4411705,156626.0,1928,1,100,167.8,36.1,0.0,13.65,40.752435,-73.97245799999999,6.0,90.0,6.1944056,2.6137395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3932,3135083,70592.0,1938,1,100,107.3,,,,40.751957,-73.970664,6.0,90.0,6.2116036,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3937,4390170,118442.0,1931,1,100,156.7,18.1,0.1,92.35,40.753593,-73.97131999999999,6.0,90.0,4.546481,4.5255857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3940,2719908,79200.0,1985,1,100,67.1,11.1,0.0,,40.753686,-73.971547,6.0,90.0,1.2237755,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3958,2656192,206945.0,1960,1,100,64.2,5.3,0.5,,40.755604,-73.968006,6.0,98.0,6.265111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3966,2685921,406179.0,1977,1,100,104.4,7.9,0.8,59.05,40.757667,-73.966503,6.0,108.0,7.210671,4.0783844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3973,2673499,124060.0,1963,1,100,97.9,6.6,,,40.759937,-73.96680500000001,6.0,108.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
